strain	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	Nextstrain_clade	pango_lineage	GISAID_clade	originating_lab	submitting_lab	authors	url	title	paper_url	date_submitted	purpose_of_sequencing	sampling_strategy	missing_data	divergence	nonACGTN	rare_mutations	snp_clusters	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_snp_clusters	clock_deviation	batch1	batch2	batch3	batch4	batch5	batch6	batch7	batch8	batch9	batch10	root_ref
Mali/M002704/2020	betacoronavirus	EPI_ISL_487460	?	2020-04-12	Africa	Mali	Bamako		Africa	Mali	Bamako	genome	29855	Human	57	Male	?	A	S	CICM-Mali	Bundeswehr Institut of Microbiology	Kouriba, Dürr, Sangaré, Rehn, Traoré, Bestehorn-Willmann, Walter, Quedraogo, Zimmermann, Maiga, Heitzer, Sogodogo, Antwerpen, Wölfel	https://www.gisaid.org/	?	?	2020-07-14	?												no	yes	no	no	no	no	no	no	no	no	no
EquatorialGuinea/28974/2020	betacoronavirus	EPI_ISL_648322	?	2020-07-01	Africa	Equatorial Guinea	Bioko Norte	Malabo	Africa	Equatorial Guinea	Bioko Norte	genome	29714	Human	35	Female	?	B.1.192	G	Laboratorio de Investigaciones de Baney	University Hospital Basel, Clinical Bacteriology	Carlos Cortes, Claudia Daubenberger, Adrian Egli, Guillermo Garcia, Salome Hosch, Bonifacio Manguire Nlavo, Alfredo Mari, Maximilian Mpina, Elizabeth Nyakarungu, Diosdado Odjama Nseng Ada, Mitoha Ondo O Ayekaba, Tim Roloff, Tobias Schindler, Helena Seth-Smith, Madlen Stange, Philip Wonder Phiri	https://www.gisaid.org/	?	?	2020-11-20	?												yes	no	no	no	no	no	no	no	no	no	no
Senegal/25620/2020	betacoronavirus	EPI_ISL_8525592	?	2020-05-10	Africa	Senegal	Dakar		Africa	Senegal	Dakar	genome	29726	Human	21	Male	?	B.1.351.5	GH	Institut Pasteur de Dakar	Institut Pasteur de Dakar	Diallo Amadou, Diagne Moussa Moise,  Dia Ndongo, Sankhe Safietou, Ndiaye Ndack, Loucoubar Cheikh, Faye Ousmane, Sall Amadou Alpha	https://www.gisaid.org/	?	?	2022-01-10	?												no	yes	no	no	no	no	no	no	no	no	no
DRC/411/2020	betacoronavirus	EPI_ISL_3133655	?	2020-03-26	Africa	Democratic Republic of the Congo	Kinshasa		Africa	Democratic Republic of the Congo	Kinshasa	genome	29867	Human	23	Male	?	B.1.1	GR	Viral Respiratory Lab, National Institute for Biomedical Research (INRB)	Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)	Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Francisca Muyembe Mawete, Emmanuel Lokilo Lofiko, Jean Claude Makangara, Raphaël Lumembe, Gabriel Kabamba, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Andrew Rambaut, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum	https://www.gisaid.org/	?	?	2021-07-29	?												no	yes	no	no	no	no	no	no	no	no	no
DRC/16143/2020	betacoronavirus	EPI_ISL_591084	?	2020-06-01	Africa	Democratic Republic of the Congo	Kinshasa		Africa	Democratic Republic of the Congo	Kinshasa	genome	29611	Human	35	Male	?	B.1.214	G	Viral Respiratory Lab, National Institute for Biomedical Research (INRB)	Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)	Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Francisca Muyembe Mawete, Emmanuel Lokilo Lofiko, Jean Claude Makangara, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Andrew Rambaut, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum	https://www.gisaid.org/	?	?	2020-10-21	?												no	yes	no	no	no	no	no	no	no	no	no
SierraLeone/KGH-G-8549/2020	betacoronavirus	EPI_ISL_512812	?	2020-03-31	Africa	Sierra Leone			Africa	Sierra Leone		genome	29899	Human	unknown	unknown	?	B.1.1	GR	Kenema Government Hospital, Ministry of Health and Sanitation	Kenema Government Hospital, Ministry of Health and Sanitation	Goba, A., Momoh, M., Sandi, J., Tomkins-Tinch, C., Siddle, K., Mehta, S., Oluniyi, P., Jalloh, S., Park, D., Andersen, K., Garry, R., Happi, C., Grant, D., Olawoye, I.	https://www.gisaid.org/	?	?	2020-08-11	?												no	yes	no	no	no	no	no	no	no	no	no
India/AP-CS0361/2020	betacoronavirus	EPI_ISL_862529	?	2020-07-04	Asia	India	Andhra Pradesh		Asia	India	Andhra Pradesh	genome	29843	Human	58	Male	?	B.1.195	G	Kurnool Medical College (KMC)	CSIR Institute of Genomics and Integrative Biology	Pallavali Roja Rani, Mohamed Imran, J. Vijaya Lakshmi, Bani Jolly, S. Afsar, Abhinav Jain, Mohit Kumar Divakar, Panyam Suresh, Disha Sharma, Nambi Rajesh, Rahul C Bhoyar, Dasari Ankaiah, Sanaga Shanthi Kumari, Gyan Ranjan, Valluri Anitha Lavanya, Mercy Rophina, S. Umadevi, Paras Sehgal, Avula Renuka Devi, A. Surekha, Pulala Chandra, Rajamadugu Hymavathy, P R Vanaja, Vinod Scaria, Sridhar Sivasubbu	https://www.gisaid.org/	?	?	2021-01-24	?												no	no	no	no	no	no	yes	no	no	no	no
Oman/205048807/2020	betacoronavirus	EPI_ISL_1795047	?	2020-05-31	Asia	Oman	Muscat		Asia	Oman	Muscat	genome	29835	Human	41	Female	?	B.1.1.305	GR	Oman-NIC	Department of Microbiology and Immunology-SQUH	Fahad Zadjali, Samira Al-Maruqi, Amina Al Jardani, Khulood Al-Mammary, Hanan Al-kindi, Fatma BaAlawi, Hamida AL Barwani, Zeyana AL-Dahmani, Intisar Al-Shukri, Aisha Al-Busaidi, Aisha Al-Amri, Ahlam Al-Amri, Mohammed Al-Tobi, Samiha Al Kharusi, Abdulla Balkhair	https://www.gisaid.org/	?	?	2021-04-29	?												no	no	no	no	no	no	no	no	yes	no	no
Thailand/Bangkok-CONI-0099/2020	betacoronavirus	EPI_ISL_458028	?	2020-04-04	Asia	Thailand	Bangkok		Asia	Thailand	Bangkok	genome	29865	Human	unknown	unknown	?	B.1.1.161	O	Hospital for Tropical Diseases	COVID-19 Network Investigations (CONI) Alliance	Elizabeth Batty, Nantarat Chantawat, Wasun Chantratita, Thanat Chookajorn, Stefan Fernandez, Angkana Huang, Weena Janwitthayanan, Akanitt Jittmittraphap, Anthony R. Jones, Khajohn Joonsalak, Chonticha Klungtong, Theerarat Kochakarn, Namfon Kotanan, Krittikorn Kumpornsin, Pornsawan Leaungwutiwong, Wudtichai Manasatienkij, Bhakbhoom Panthan, Ekawat Pasomsub, Kingkan Rakmanee, Insee Sensorn, Janjira Thaipadungpanit, Arporn Wangwiwatsin, Treewat Watthanachockchai	https://www.gisaid.org/	?	?	2020-06-03	?												no	no	no	no	yes	no	no	no	no	no	no
Guangzhou/GZMU0024/2020	betacoronavirus	EPI_ISL_429083	?	2020-02-05	Asia	China	Guangzhou		Asia	China	Guangzhou	genome	29862	Human	72	Male	?	A	S	The First Affiliated Hospital of Guangzhou Medical University	BGI-shenzhen & The First Affiliated Hospital of Guangzhou Medical University	Yanqun Wang, Daxi Wang, Lu Zhang, Wanying Sun, Zhaoyong Zhang et al.	https://www.gisaid.org/	?	?	2020-04-23	?												no	no	yes	yes	no	no	no	no	no	no	no
SouthKorea/KDCA1352/2020	betacoronavirus	EPI_ISL_1063640	?	2020-07-14	Asia	South Korea			Asia	South Korea		genome	29840	Human	17	Male	?	B.1.340	GH	Division of Emerging Infectious Diseases, Bureau of Infectious Diseases Diagnosis Control, Korea Disease Control and Prevention Agency	Division of Emerging Infectious Diseases, Bureau of Infectious Diseases Diagnosis Control, Korea Disease Control and Prevention Agency	Ae Kyung Park, Il-Hwan Kim, Heui Man Kim, Jeong-Min Kim, Namjoo Lee, Chaeyoung Lee, Sang Hee Woo, Eun-Jin Kim	https://www.gisaid.org/	?	?	2021-02-24	?												no	no	no	no	no	no	yes	no	no	no	no
Senegal/1559/2020	betacoronavirus	EPI_ISL_8525477	?	2020-03-31	Africa	Senegal	Dakar		Africa	Senegal	Dakar	genome	28724	Human	3	Female	?	B.1.1	GR	Institut Pasteur de Dakar	Institut Pasteur de Dakar	Diallo Amadou, Diagne Moussa Moise,  Dia Ndongo, Sankhe Safietou, Ndiaye Ndack, Loucoubar Cheikh, Faye Ousmane, Sall Amadou Alpha	https://www.gisaid.org/	?	?	2022-01-10	?												no	yes	no	no	no	no	no	no	no	no	no
Algeria/12031/2020	betacoronavirus	EPI_ISL_12156726	?	2020-05-16	Africa	Algeria	Blida		Africa	Algeria	Blida	genome	29714	Human	32	Female	?	B.1.597	GH	NIC,  Viral Respiratory Unit	NIC,  Viral Respiratory Unit	Sarah Belkalem, Mohamed Amine Beloufa, Baya Hedjal, Kahina Izri, Alia Gradi, Zahida Mehdi, Aicha Bensalem, Fawzi Derrar, Ajogbasile Fehintola Victoria, Kayode Tolulope Adeyemi, Oguzie Judith Uche, Olawoye Idowu Bolade, Olumade Testimony Jesupamilerin, Oluniyi Paul Eniola, Uwanibe Jessica Nnenna, Abechi Priscilla, Adedotun-Sulaiman Kemi, Adeleke Ayomide, Akano Kazeem, Akinlo Oluwasemilogo Oluwasekunolami, Akin-John Julie Oreoluwa, Ayoade Femi, Ayo-Ale Olubukola, Adegboyega Benjamin, Chukwu Grace Chizaramu, Eromon Philomena, Ezekiel Grace Opemipo, Brimmo Farida, Fayemi Olanrewaju Odunyemi, Nwodo Deborah Chisom, Ogunsanya Olusola Akinola, Okolie Johnson, Omoniyi Abolade Esther, Omwanghe Iyobosa Beatrice, Ope-ewe Oludayo Oluwaseyi, Otitoola Shobi, Oyejide Nicholas, Philip Courage, Ipaye Testimony Oluwatise, John Oluwagboadurami, Muhammad Ahmed Iluoreh, Saibu Mudasiru Femi, Sijuwola Ayotunde Elijah, Sobajo Tope, Terkuma Christabel Anamuma, Ugwu Chinedu, Uwem George, Folarin Onikepe, Fred-Akintunwa Iyanuoluwa, Happi Anise Nkenjop, Happi Christian Tientcha	https://www.gisaid.org/	?	?	2022-04-20	?												no	yes	no	no	no	no	no	no	no	no	no
Madagascar/IPM-17845/2020	betacoronavirus	EPI_ISL_3716476	?	2020-06-26	Africa	Madagascar	Antananarivo	Analamanga	Africa	Madagascar	Antananarivo	genome	29815	Human	40	Male	?	B.1.1.254	GR	Virology Unit, Institut Pasteur de Madagascar	Institut Pateur de Dakar	Norosoa Razanajatovo, Cara E. Brook, Diagne Moussa Moïse, Diallo Amadou, Dia Ndongo, Christian Ranaivoson, Soa Fy Andriamandimby, Vololoniaina Raharinosy, Sankhe Safietou, Ndiaye Ndack, Tsiry Randriambolamanantsoa, Helisoa Razafimanjato, Jean-Michel Heraud, Loucoubar Cheikh, Faye Ousmane, Sall Amadou Alpha, Philippe Dussart	https://www.gisaid.org/	?	?	2021-08-26	?												no	yes	no	no	no	no	no	no	no	no	no
UnitedArabEmirates/1015/2020	betacoronavirus	EPI_ISL_699147	?	2020-06-11	Asia	United Arab Emirates	Abu Dhabi		Asia	United Arab Emirates	Abu Dhabi	genome	29891	Human	45	Male	?	B.1.1.339	GR	Group 42 (G42) Healthcare, Abu Dhabi, United Arab Emirates; Department of Health, The United Arab Emirates	G42 Healthcare	Rong Liu, Pei Wu, Sally Mahmoud, Ke Liang, Pauline Ogrodzki, Pengjuan Liu, Stephen S. Francis, Tao Ma, Hanif Khalak, Fang Chen, Denghui Liu, Junhua Li, Weibin Liu, Wenjun He, Xinyu Huang, Zhaorong Yuan, Long Lin, Nan Qiao, Xin Meng, Budoor Alqarni, Javier Quilez, Vinay Kusuma, Xin Jin, Xavier Anton, Ashish Koshy, Huanming Yang, Xun Xu, Jian Wang, Peng Xiao, Nawal Ahmed Mohamed Al Kaabi, Mohammed Saifuddin Fasihuddin, Siyang Liu, Walid Abbas Zaher	https://www.gisaid.org/	?	?	2020-12-13	?												no	no	no	no	no	no	no	yes	no	no	no
Malaysia/MGI-MAEPS67/2020	betacoronavirus	EPI_ISL_528744	?	2020-06-04	Asia	Malaysia	Selangor		Asia	Malaysia	Selangor	genome	29821	Human	unknown	Male	?	B.6.2	O	Malaysia Genome Institute	Malaysia Genome Institute	Mohd Noor Mat Isa, Irni Suhayu Sapian, Yusuf Muhammad Noor, Nurhezreen Md Iqbal, Mohd Faizal Abu Bakar, Enizza Kasim, Shamsidar Sopie, Siti Noraini Othman, Azrin Ahmad, Nor Azfa Johari, Shahrul Hisham Zainal Ariffin	https://www.gisaid.org/	?	?	2020-09-08	?												no	no	no	no	no	no	no	yes	no	no	no
UnitedArabEmirates/4240/2020	betacoronavirus	EPI_ISL_860018	?	2020-05-04	Asia	United Arab Emirates	Abu Dhabi		Asia	United Arab Emirates	Abu Dhabi	genome	29903	Human	50	Male	?	B.1.1.366	GR	BTC, Khalifa University	BTC, Khalifa University	Al Safar et al	https://www.gisaid.org/	?	?	2021-01-22	?												no	no	no	no	no	no	no	no	yes	no	no
Nigeria/OY260-CV55/2020	betacoronavirus	EPI_ISL_487101	?	2020-05-16	Africa	Nigeria	Oyo State		Africa	Nigeria	Oyo State	genome	29898	Human	unknown	unknown	?	B.1.336	GH	Nigeria Centre for Disease Control (NCDC)	African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), Redeemer's University, Ede, Osun State, Nigeria	Oluniyi P.E., Ajogbasile F.V., Kayode A., Oguzie J., Olawoye I., Uwanibe J., Olumade T., Folarin O.A., Ihekweazu C., Happi C.T.	https://www.gisaid.org/	?	?	2020-07-13	?												no	yes	no	no	no	no	no	no	no	no	no
SaudiArabia/KAUST-JEDDAH998/2020	betacoronavirus	EPI_ISL_513071	?	2020-06-23	Asia	Saudi Arabia	Jeddah		Asia	Saudi Arabia	Jeddah	genome	29903	Human	28	Male	?	B.1.1.371	O	Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST)	Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST)	Raeece Naeem, Rahul P Salunke, Sharif Hala, Sara Mfarrej, Amit Kumar Subudhi, Fadwa Alofi, Fathia Ben Rached, Afrah Alsomali, Asim Khogeer, Ahmad Bakur Mahmoud, Anwar Hashem, Naif Almontashiri, Arnab Pain	https://www.gisaid.org/	?	?	2020-08-12	?												no	no	no	no	no	no	no	yes	no	no	no
Tunisia/Tunis_7266/2020	betacoronavirus	EPI_ISL_450493	?	2020-04-02	Africa	Tunisia			Africa	Tunisia		genome	344	Human	unknown	Female	?	Unassigned	O	unknown	National Influenza and other Respiratory Viruses Centre-Tunisia	El Moussi, A., Abid, S., Ben Nasr, M., Landolsi, I., Charaa, L., Ferjeni, A., Arab Ennigrou, D., Boutiba, I.	https://www.gisaid.org/	?	?	2020-04-13	?												no	yes	no	no	no	no	no	no	no	no	no
SouthKorea/KCDC2660/2020	betacoronavirus	EPI_ISL_522443	?	2020-05-16	Asia	South Korea			Asia	South Korea		genome	29847	Human	40	Male	?	B.1.243	G	Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Junyoung Kim, Ae Kyung Park, Eunkyung Shin, Jin Sun No, Jeong-Min Kim, Yoon-Seok Chung, Heui Man Kim, Myung Guk Han	https://www.gisaid.org/	?	?	2020-08-26	?												no	no	no	no	no	no	no	no	yes	no	no
Zimbabwe/ZW-3182/2020	betacoronavirus	EPI_ISL_647979	?	2020-05-01	Africa	Zimbabwe			Africa	Zimbabwe		genome	29846	Human	38	Female	?	Unassigned	GH	National Microbiology Reference Laboratory	Quadram Institute Bioscience	Thanh Le Viet, Andrew J. Page, Justin O’Grady, Gemma Kay, David Baker, Gaetan Thilliez, Ana-Victoria Gutierrez, Robert Kingsley, Leonardo de Oliveira Martins, Sekesai Zinyowera, Tatenda Takawira, Muchaneta Mugabe, Gibson Mhlanga, Portia Manangazira, Andrew Tarupiwa, Hlanai Gumbo, Agnes Juru, Charles Nyagupe, Alexander Goredema, Isaac Phiri, Barbra Murwira, Beuty Makamure, Tapfumanei Mashe	https://www.gisaid.org/	?	?	2020-11-20	?												no	yes	no	no	no	no	no	no	no	no	no
Malaysia/3611/2020	betacoronavirus	EPI_ISL_501207	?	2020-03-31	Asia	Malaysia	Kuala Lumpur		Asia	Malaysia	Kuala Lumpur	genome	29836	Human	24	Female	?	B.1.1	GR	Department of Medical Microbiology, University Malaya Medical Centre	Department of Medical Microbiology, Faculty of Medicine, University of Malaya	Yoong Min CHONG, Jennifer Chong, I-Ching SAM, Yoke Fun CHAN, University Malaya Medical Centre COVID Team	https://www.gisaid.org/	?	?	2020-07-31	?												no	no	no	no	yes	no	no	no	no	no	no
Georgia/Tb-7851/2020	betacoronavirus	EPI_ISL_477169	?	2020-05-01	Asia	Georgia	Tbilisi		Asia	Georgia	Tbilisi	genome	29810	Human	unknown	Male	?	B.4	O	Department for Virology, Molecular Biology and Genome Research, R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.	Department for Virology, Molecular Biology and Genome Research, R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.	Tata Imnadze, Giorgi Tomashvili, Meri Pantsulaia, Gvantsa Brachveli, Gvantsa Chanturia, Ann Machablishvili, Nato Kotaria, Marine Murtskhvaladze, Lela Sabadze, Mari Gavashelidze, Ana Papkiauri, Tamar Jashiashvili, Tea Tevdoradze, Ketevan Sidamonidze, Ekaterine Khmaladze, Ekaterine Zhghenti, Roena Sukhiashvili, Mariam Zakalashvili, Lela Urushadze, Magda Dgebuadze, Davit Tsaguria, Ekaterine Zangaladze, Nino Berishvili, Adam Kotorashvili, Maia Alkhazashvili, Irma Burjanadze, Anna Kasradze, Khatuna Zakhashvili, Paata Imnadze, Amiran Gamkrelidze.	https://www.gisaid.org/	?	?	2020-06-29	?												no	no	no	no	no	no	no	no	yes	no	no
Ghana/34927_S20/2020	betacoronavirus	EPI_ISL_515086	?	2020-05-23	Africa	Ghana			Africa	Ghana		genome	29826	Human	unknown	unknown	?	A.11	S	Department of Biochemistry,  Cell and Molecular Biology	WACCBIP, University of Ghana	Ngoi, J.M., Quashie, P., Morang'a, C.M., Amuzu, D.S., Adu, B., Kumordjie, S., Eshun, M., Boatemaa, L., Magnussen, V., Kotey, E., Tei-Maya, F., Arjarquah, A., Mutungi, J.K., Bediako, Y., Asante, I., Bonney, E., Kyei, G.B., Bonney, K., Amenga-Etego, L.N., Anang, A.K., Awandare, G.A., Ampofo, W.	https://www.gisaid.org/	?	?	2020-08-15	?												no	yes	no	no	no	no	no	no	no	no	no
SaudiArabia/KAUST-JEDDAH922/2020	betacoronavirus	EPI_ISL_513053	?	2020-04-06	Asia	Saudi Arabia	Jeddah		Asia	Saudi Arabia	Jeddah	genome	29903	Human	69	Male	?	B.1.1	GR	Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST)	Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST)	Rahul P Salunke, Sharif Hala, Raeece Naeem, Sara Mfarrej, Amit Kumar Subudhi, Amanda Ooi, Luke Esau, Fadwa Alofi, Fathia Ben Rached, Afrah Alsomali, Asim Khogeer, Ahmad Bakur Mahmoud, Anwar Hashem, Naif Almontashiri, Arnab Pain	https://www.gisaid.org/	?	?	2020-08-12	?												no	no	no	no	yes	no	no	no	no	no	no
Vietnam/NIHE/2020	betacoronavirus	EPI_ISL_483625	?	2020-02-10	Asia	Vietnam			Asia	Vietnam		genome	765	Human	unknown	unknown	?	Unassigned	O	Molecular Microbiology of Laboratory, Institute of Biotechnology, Vietnam Academy of Science and Technology	Molecular Microbiology of Laboratory, Institute of Biotechnology, Vietnam Academy of Science and Technology	Bui Thi, D.T., Nguyen, H.T., Tran, T.X., Nguyen, D.D., Pham, L.T., Vu, H.T., Le Thi, Q.M., Nguyen Le, H.K., Hoang Vu, P.M., Dang, A.D., Dong, Q.V. and Dinh, K.D.	https://www.gisaid.org/	?	?	2020-07-07	?												no	no	yes	yes	no	no	no	no	no	no	no
SouthAfrica/NCV1476/2020	betacoronavirus	EPI_ISL_12872657	?	2020-07-30	Africa	South Africa	Gauteng		Africa	South Africa	Gauteng	genome	29776	Human	64	Female	?	B.1.1.83	GR	National Health Laboratory Services, Virology	National Health Laboratory Services, Virology	Kathleen Subramoney, Nkhensani Mtileni, Florette K. Treurnicht	https://www.gisaid.org/	?	?	2022-05-24	?												yes	no	no	no	no	no	no	no	no	no	no
Uganda/UG010/2020	betacoronavirus	EPI_ISL_451192	?	2020-03-30	Africa	Uganda			Africa	Uganda		genome	29798	Human	unknown	unknown	?	B.1.1.369	GR	Uganda Virus Research Institute	MRC/UVRI & LSHTM Uganda Research Unit	Dan Lule Bugembe, John Kayiwa, My V.T Phan, Phionah Tushabe, Stephen Balinandi, Beatrice Dhaala, Deogratius Ssemwanga, Jonas Lexow, Henry Mwebesa, Jane Aceng, Henry Kyobe, Julius Lutwama, Pontiano Kaleebu, Matthew Cotten	https://www.gisaid.org/	?	?	2020-05-23	?												no	yes	no	no	no	no	no	no	no	no	no
Senegal/2018/2020	betacoronavirus	EPI_ISL_8525495	?	2020-04-01	Africa	Senegal	Louga		Africa	Senegal	Louga	genome	29812	Human	28	Male	?	AY.34.1	GK	Institut Pasteur de Dakar	Institut Pasteur de Dakar	Diallo Amadou, Diagne Moussa Moise,  Dia Ndongo, Sankhe Safietou, Ndiaye Ndack, Loucoubar Cheikh, Faye Ousmane, Sall Amadou Alpha	https://www.gisaid.org/	?	?	2022-01-10	?												no	yes	no	no	no	no	no	no	no	no	no
India/PB-ICMR-26666/2020	betacoronavirus	EPI_ISL_1069172	?	2020-07-04	Asia	India	Punjab		Asia	India	Punjab	genome	29903	Human	45	Female	?	B.1.1.431	GR	PGIMER, Chandigarh	ICMR-NATIONAL INSTITUTE OF VIROLOGY, MICROBIAL CONTAINMENT COMPLEX	Pragya D. Yadav, Rupinder Bakshi	https://www.gisaid.org/	?	?	2021-02-25	?												no	no	no	no	no	no	yes	no	no	no	no
SouthAfrica/KRISP-0368/2020	betacoronavirus	EPI_ISL_487319	?	2020-06-18	Africa	South Africa	KwaZulu-Natal		Africa	South Africa	KwaZulu-Natal	genome	29844	Human	16	Female	?	B.1.1.456	GR	NHLS-IALCH	KRISP, KZN Research Innovation and Sequencing Platform	Giandhari J, Pillay S, Lessells R, Chimukangara B, Mdlalose K, York D, Khan S, Tegally H, Wilkinson E, de Oliveira T	https://www.gisaid.org/	?	?	2020-07-14	?												no	yes	no	no	no	no	no	no	no	no	no
Togo/BMC-394-20/2020	betacoronavirus	EPI_ISL_1303031	?	2020-03-29	Africa	Togo	Lome	Golfe	Africa	Togo	Lome	genome	29857	Human	28	Male	?	A	S	Institut National d’Hygiène (INH)	Unité Mixte Internationale TransVIHMI (UMI 233 IRD – U1175 INSERM - Université de Montpellier)IRD (Institut de recherche pour le développement)	Mounerou SALOU, Christelle BUTEL, Wembo A. HALATOKO, Issaka Maman, Abla A. KONOU, Amivi EHLAN, Adodo SADJI, Kokou TEGUENI, Sidonie A.M.KAGNISSODE, Akoélé SILIADIN, Alassane OURO-MEDELI, Messanh DOUFFAN, Déléma MABA, Sika DOSSIM, Améyo DORKENOO, Mireille PRINCE-DAVID, Anoumou DAGNRA, Laetitia SERRANO, Ahidjo AYOUBA, Eric DELAPORTE, Martine PEETERS	https://www.gisaid.org/	?	?	2021-03-21	?												no	yes	no	no	no	no	no	no	no	no	no
UnitedArabEmirates/1995/2020	betacoronavirus	EPI_ISL_859645	?	2020-06-28	Asia	United Arab Emirates	Abu Dhabi		Asia	United Arab Emirates	Abu Dhabi	genome	29903	Human	15	Female	?	B.1.1.391	GR	BTC, Khalifa University	BTC, Khalifa University	Al Safar et al	https://www.gisaid.org/	?	?	2021-01-22	?												no	no	no	no	no	no	no	yes	no	no	no
Egypt/CCHE57357-A-69/2020	betacoronavirus	EPI_ISL_812839	?	2020-06-29	Africa	Egypt			Africa	Egypt		genome	29903	Human	unknown	unknown	?	B	L	Genomics Program,  Children Cancer Hospital	Genomics Program,  Children Cancer Hospital	Hatem, A., Hadad, A., Abouelnaga, S., Amer, K., Salah, H., Farawyla, H., Halafawy, A., Mansour, T., shalaby, L., Hassan, W., Soliman, M., Gomaa, C., Hassan, R., Soliman, S., Monuir, G., Hammad, M., Hussein, S., Abdo, I., Jalal, D., El-Zayat, M., El-Shaqnqery, H., Diab, A., Bakry, U., Samir, O., Magdeldin, S., Sayed, A.	https://www.gisaid.org/	?	?	2021-01-13	?												no	yes	no	no	no	no	no	no	no	no	no
Thailand/SI202620-NT/2020	betacoronavirus	EPI_ISL_437615	?	2020-02-22	Asia	Thailand			Asia	Thailand		genome	29833	Human	unknown	unknown	?	A.6	S	unknown	Faculty of Medicine	Rodpan, A., Joyjinda, Y., Wacharapluesadee, S., Buathong, R., Ghai, S., Petcharat, S., Bunprakob, S., Sirichan, N., Prasithsirikul, W., Mungaomklang, A., Plipat, T. and Hemachudha, T.	https://www.gisaid.org/	?	?	2020-05-08	?												no	no	yes	yes	no	no	no	no	no	no	no
